t         x_kite          z_kite         x_block          z_block          wind_x       wind_y       v_block_x
273000       55.802637       16.623942      8.647101      0.000000      8.302617      5.581306     6.825844
274000       55.835523       16.724579      8.715586      0.000000      8.352931      5.665241     6.871807
275000       55.867809       16.827569      8.784554      0.000000      8.404426      5.751860     6.922677
276000       55.899489       16.933027      8.854057      0.000000      8.457159      5.841308     6.978826
277000       55.930553       17.041070      8.924150      0.000000      8.511189      5.933735     7.040641
278000       55.960999       17.151814      8.994891      0.000000      8.566575      6.029294     7.108522
279000       55.990823       17.265376      9.066343      0.000000      8.623375      6.128140     7.182887
280000       56.020026       17.381869      9.138573      0.000000      8.681646      6.230431     7.264159
281000       56.048611       17.501406      9.211651      0.000000      8.741445      6.336323     7.352772
282000       56.076586       17.624095      9.285655      0.000000      8.802826      6.445976     7.449161
283000       56.103962       17.750042      9.360663      0.000000      8.865841      6.559544     7.553757
284000       56.130753       17.879345      9.436760      0.000000      8.930542      6.677182     7.666984
285000       56.156979       18.012097      9.514034      0.000000      8.996973      6.799037     7.789251
286000       56.182665       18.148382      9.592578      0.000000      9.065178      6.925252     7.920943
287000       56.207839       18.288275      9.672487      0.000000      9.135195      7.055962     8.062413
288000       56.232691       18.431111      9.753727      0.000000      9.206691      7.190549     8.186154
289000       56.257230       18.576952      9.836363      0.000000      9.279696      7.329118     8.342805
290000       56.281325       18.726586      9.920620      0.000000      9.354606      7.472531     8.510103
291000       56.305022       18.880053      10.006603      0.000000      9.431441      7.620881     8.688244
292000       56.328375       19.037377      10.094423      0.000000      9.510214      7.774251     8.877353
293000       56.351439       19.198568      10.184189      0.000000      9.590929      7.932699     9.077476
294000       56.374278       19.363620      10.276011      0.000000      9.673585      8.096269     9.288569
295000       56.396958       19.532512      10.369999      0.000000      9.758171      8.264979     9.510501
296000       56.419546       19.705208      10.466257      0.000000      9.844669      8.438826     9.742185
297000       56.442095       19.881651      10.564868      0.000000      9.933051      8.617783     9.980847
298000       56.464646       20.061771      10.665898      0.000000      10.023282      8.801804     10.226015
299000       56.487241       20.245494      10.769411      0.000000      10.115327      8.990832     10.477344
300000       56.509917       20.432742      10.875467      0.000000      10.209145      9.184792     10.734464
301000       56.532711       20.623432      10.984121      0.000000      10.304696      9.383602     10.996984
302000       56.555675       20.817632      11.095515      0.000000      10.402014      9.587324     11.282464
303000       56.578855       21.015230      11.209701      0.000000      10.501045      9.795821     11.555263
304000       56.602257       21.215987      11.326636      0.000000      10.601667      10.008813     11.832099
305000       56.625902       21.419824      11.446358      0.000000      10.703842      10.226181     12.112592
306000       56.649799       21.626667      11.568902      0.000000      10.807534      10.447802     12.396382
307000       56.673954       21.836451      11.694298      0.000000      10.912710      10.673554     12.683143
308000       56.698366       22.049116      11.822576      0.000000      11.019341      10.903311     12.972589
309000       56.723026       22.264611      11.953761      0.000000      11.127401      11.136949     13.264471
310000       56.747918       22.482897      12.087876      0.000000      11.236872      11.374348     13.558593
311000       56.773019       22.703940      12.224943      0.000000      11.347737      11.615388     13.854806
312000       56.798298       22.927721      12.364982      0.000000      11.459986      11.859956     14.153015
